;ind;date;temperature_synop;temperature_meteociel;annee;mois;jour;heure;difference_temperature
2020-09-03 12:00:00;162;2020/09/03;17.56666666666668;20.9;2020;9;3;12;3.333333333333318
2020-09-03 13:00:00;163;2020/09/03;18.83333333333335;22.7;2020;9;3;13;3.8666666666666494
2020-09-03 14:00:00;164;2020/09/03;20.10000000000002;23.5;2020;9;3;14;3.399999999999981
2020-09-03 15:00:00;165;2020/09/03;21.00000000000002;24.6;2020;9;3;15;3.59999999999998
2020-09-03 16:00:00;166;2020/09/03;21.90000000000002;25.4;2020;9;3;16;3.4999999999999787
2020-09-03 17:00:00;167;2020/09/03;22.80000000000001;25.6;2020;9;3;17;2.79999999999999
2020-09-03 18:00:00;168;2020/09/03;21.83333333333335;25.8;2020;9;3;18;3.966666666666651
2020-09-03 19:00:00;169;2020/09/03;20.86666666666669;24.8;2020;9;3;19;3.9333333333333123
2020-09-03 20:00:00;170;2020/09/03;19.90000000000003;20.8;2020;9;3;20;0.8999999999999702
2020-09-03 21:00:00;171;2020/09/03;17.43333333333335;16.7;2020;9;3;21;-0.733333333333352
2020-09-03 22:00:00;172;2020/09/03;14.96666666666668;14;2020;9;3;22;-0.9666666666666792
2020-09-03 23:00:00;173;2020/09/03;12.5;12.4;2020;9;3;23;-0.09999999999999964
2020-09-04 00:00:00;174;2020/09/04;11.63333333333335;11.2;2020;9;3;16;-0.43333333333335133
2020-09-04 01:00:00;175;2020/09/04;10.76666666666669;10.3;2020;9;3;9;-0.4666666666666899
2020-09-04 02:00:00;176;2020/09/04;9.900000000000034;10.1;2020;9;4;2;0.19999999999996554
2020-09-04 03:00:00;177;2020/09/04;9.200000000000026;8.8;2020;9;4;3;-0.4000000000000252
2020-09-04 04:00:00;178;2020/09/04;8.50000000000002;8.1;2020;9;4;4;-0.4000000000000199
2020-09-04 05:00:00;179;2020/09/04;7.800000000000011;7.8;2020;9;4;5;-1.1546319456101628e-14
2020-09-04 06:00:00;180;2020/09/04;7.966666666666678;7.4;2020;9;4;6;-0.566666666666678
2020-09-04 07:00:00;181;2020/09/04;8.133333333333345;7;2020;9;4;7;-1.1333333333333453
2020-09-04 08:00:00;182;2020/09/04;8.300000000000011;7.6;2020;9;4;8;-0.7000000000000117
2020-09-04 09:00:00;183;2020/09/04;12.40000000000002;14.7;2020;9;4;9;2.2999999999999794
2020-09-04 10:00:00;184;2020/09/04;16.50000000000002;17;2020;9;4;10;0.4999999999999787
2020-09-04 11:00:00;185;2020/09/04;20.60000000000002;20.5;2020;9;4;11;-0.10000000000001918
2020-09-04 12:00:00;186;2020/09/04;23.10000000000002;23.7;2020;9;4;12;0.5999999999999801
2020-09-04 13:00:00;187;2020/09/04;25.60000000000002;26.1;2020;9;4;13;0.49999999999998224
2020-09-04 14:00:00;188;2020/09/04;28.10000000000002;29;2020;9;4;14;0.8999999999999808
2020-09-04 15:00:00;189;2020/09/04;28.4666666666667;31.2;2020;9;4;15;2.7333333333332988
2020-09-04 16:00:00;190;2020/09/04;28.83333333333337;32.7;2020;9;4;16;3.8666666666666316
2020-09-04 17:00:00;191;2020/09/04;29.20000000000005;32.5;2020;9;4;17;3.299999999999951
2020-09-04 18:00:00;192;2020/09/04;27.1666666666667;31.9;2020;9;4;18;4.733333333333299
2020-09-04 19:00:00;193;2020/09/04;25.13333333333336;30.3;2020;9;4;19;5.166666666666639
2020-09-04 20:00:00;194;2020/09/04;23.10000000000002;25.7;2020;9;4;20;2.59999999999998
2020-09-04 21:00:00;195;2020/09/04;20.43333333333335;22.2;2020;9;4;21;1.766666666666648
2020-09-04 22:00:00;196;2020/09/04;17.76666666666669;21.8;2020;9;4;22;4.03333333333331
2020-09-04 23:00:00;197;2020/09/04;15.10000000000002;20.8;2020;9;4;23;5.6999999999999815
2020-09-05 00:00:00;198;2020/09/05;13.9666666666667;23.1;2020;9;4;16;9.1333333333333
2020-09-05 01:00:00;199;2020/09/05;12.83333333333337;21.8;2020;9;4;9;8.966666666666631
2020-09-05 02:00:00;200;2020/09/05;11.70000000000005;17.7;2020;9;5;2;5.9999999999999485
2020-09-05 03:00:00;201;2020/09/05;11.26666666666671;14.2;2020;9;5;3;2.933333333333289
2020-09-05 04:00:00;202;2020/09/05;10.83333333333337;13.4;2020;9;5;4;2.566666666666631
2020-09-05 05:00:00;203;2020/09/05;10.40000000000003;13.1;2020;9;5;5;2.699999999999969
2020-09-05 06:00:00;204;2020/09/05;10.26666666666669;11.5;2020;9;5;6;1.2333333333333094
2020-09-05 07:00:00;205;2020/09/05;10.13333333333335;10.6;2020;9;5;7;0.466666666666649
2020-09-05 08:00:00;206;2020/09/05;10.0;10.5;2020;9;5;8;0.5
2020-09-05 09:00:00;207;2020/09/05;14.06666666666668;17.1;2020;9;5;9;3.033333333333321
2020-09-05 10:00:00;208;2020/09/05;18.13333333333336;20.2;2020;9;5;10;2.066666666666638
2020-09-05 11:00:00;209;2020/09/05;22.20000000000005;24;2020;9;5;11;1.799999999999951
2020-09-05 12:00:00;210;2020/09/05;23.80000000000003;27;2020;9;5;12;3.199999999999971
2020-09-05 13:00:00;211;2020/09/05;25.40000000000002;28.3;2020;9;5;13;2.899999999999981
2020-09-05 14:00:00;212;2020/09/05;27.0;30.2;2020;9;5;14;3.1999999999999993
2020-09-05 15:00:00;213;2020/09/05;27.03333333333334;30.5;2020;9;5;15;3.4666666666666615
2020-09-05 16:00:00;214;2020/09/05;27.06666666666668;29.9;2020;9;5;16;2.833333333333318
2020-09-05 17:00:00;215;2020/09/05;27.10000000000002;28.1;2020;9;5;17;0.9999999999999822
2020-09-05 18:00:00;216;2020/09/05;25.56666666666668;26.8;2020;9;5;18;1.23333333333332
2020-09-05 19:00:00;217;2020/09/05;24.03333333333334;24.9;2020;9;5;19;0.86666666666666
2020-09-05 20:00:00;218;2020/09/05;22.5;22.3;2020;9;5;20;-0.1999999999999993
2020-09-05 21:00:00;219;2020/09/05;20.43333333333334;20.2;2020;9;5;21;-0.2333333333333414
2020-09-05 22:00:00;220;2020/09/05;18.36666666666667;18.7;2020;9;5;22;0.3333333333333286
2020-09-05 23:00:00;221;2020/09/05;16.30000000000001;16.5;2020;9;5;23;0.19999999999998863
2020-09-06 00:00:00;222;2020/09/06;16.03333333333334;17.4;2020;9;5;16;1.36666666666666
2020-09-06 01:00:00;223;2020/09/06;15.76666666666667;16.9;2020;9;5;9;1.1333333333333293
2020-09-06 02:00:00;224;2020/09/06;15.5;16.6;2020;9;6;2;1.1000000000000014
2020-09-06 03:00:00;225;2020/09/06;14.83333333333333;16.8;2020;9;6;3;1.9666666666666703
2020-09-06 04:00:00;226;2020/09/06;14.16666666666667;16.4;2020;9;6;4;2.233333333333329
2020-09-06 05:00:00;227;2020/09/06;13.5;15.5;2020;9;6;5;2.0
2020-09-06 06:00:00;228;2020/09/06;13.1;14.4;2020;9;6;6;1.3000000000000007
2020-09-06 07:00:00;229;2020/09/06;12.70000000000001;14.6;2020;9;6;7;1.8999999999999897
2020-09-06 08:00:00;230;2020/09/06;12.30000000000001;14.4;2020;9;6;8;2.0999999999999908
2020-09-06 09:00:00;231;2020/09/06;13.60000000000002;15.3;2020;9;6;9;1.6999999999999815
2020-09-06 10:00:00;232;2020/09/06;14.90000000000003;15.9;2020;9;6;10;0.9999999999999698
2020-09-06 11:00:00;233;2020/09/06;16.20000000000005;16.5;2020;9;6;11;0.299999999999951
2020-09-06 12:00:00;234;2020/09/06;16.86666666666671;17.9;2020;9;6;12;1.0333333333332888
2020-09-06 13:00:00;235;2020/09/06;17.53333333333338;19.6;2020;9;6;13;2.0666666666666202
2020-09-06 14:00:00;236;2020/09/06;18.20000000000005;19.4;2020;9;6;14;1.1999999999999496
2020-09-06 15:00:00;237;2020/09/06;18.20000000000005;20.9;2020;9;6;15;2.6999999999999496
2020-09-06 16:00:00;238;2020/09/06;18.20000000000005;21.7;2020;9;6;16;3.4999999999999503
2020-09-06 17:00:00;239;2020/09/06;18.20000000000005;19.5;2020;9;6;17;1.299999999999951
2020-09-06 18:00:00;240;2020/09/06;17.03333333333338;20.1;2020;9;6;18;3.0666666666666202
2020-09-06 19:00:00;241;2020/09/06;15.86666666666671;18.4;2020;9;6;19;2.533333333333289
2020-09-06 20:00:00;242;2020/09/06;14.70000000000005;17.6;2020;9;6;20;2.8999999999999506
2020-09-06 21:00:00;243;2020/09/06;13.83333333333337;16.8;2020;9;6;21;2.9666666666666313
2020-09-06 22:00:00;244;2020/09/06;12.9666666666667;16.1;2020;9;6;22;3.133333333333301
2020-09-06 23:00:00;245;2020/09/06;12.10000000000002;15.2;2020;9;6;23;3.09999999999998
2020-09-07 00:00:00;246;2020/09/07;11.70000000000003;14.5;2020;9;6;16;2.7999999999999705
2020-09-07 01:00:00;247;2020/09/07;11.30000000000003;13.3;2020;9;6;9;1.9999999999999716
2020-09-07 02:00:00;248;2020/09/07;10.90000000000003;13.9;2020;9;7;2;2.99999999999997
2020-09-07 03:00:00;249;2020/09/07;9.700000000000026;13.8;2020;9;7;3;4.099999999999975
2020-09-07 04:00:00;250;2020/09/07;8.50000000000002;12.2;2020;9;7;4;3.6999999999999797
2020-09-07 05:00:00;251;2020/09/07;7.300000000000011;11.4;2020;9;7;5;4.099999999999989
2020-09-07 06:00:00;252;2020/09/07;7.866666666666674;11.1;2020;9;7;6;3.2333333333333254
2020-09-07 07:00:00;253;2020/09/07;8.433333333333337;10.2;2020;9;7;7;1.7666666666666622
2020-09-07 08:00:00;254;2020/09/07;9.0;7.4;2020;9;7;8;-1.5999999999999996
2020-09-07 09:00:00;255;2020/09/07;10.46666666666668;14.2;2020;9;7;9;3.73333333333332
2020-09-07 10:00:00;256;2020/09/07;11.93333333333336;15.3;2020;9;7;10;3.3666666666666405
2020-09-07 11:00:00;257;2020/09/07;13.40000000000003;16.9;2020;9;7;11;3.499999999999968
2020-09-07 12:00:00;258;2020/09/07;14.90000000000003;18.5;2020;9;7;12;3.5999999999999694
2020-09-07 13:00:00;259;2020/09/07;16.40000000000003;19.6;2020;9;7;13;3.199999999999971
2020-09-07 14:00:00;260;2020/09/07;17.90000000000003;20.6;2020;9;7;14;2.699999999999971
2020-09-07 15:00:00;261;2020/09/07;18.20000000000003;21.5;2020;9;7;15;3.2999999999999687
2020-09-07 16:00:00;262;2020/09/07;18.50000000000002;22.7;2020;9;7;16;4.199999999999978
2020-09-07 17:00:00;263;2020/09/07;18.80000000000001;22.1;2020;9;7;17;3.29999999999999
2020-09-07 18:00:00;264;2020/09/07;17.80000000000001;22.2;2020;9;7;18;4.399999999999988
2020-09-07 19:00:00;265;2020/09/07;16.80000000000001;21.4;2020;9;7;19;4.599999999999987
2020-09-07 20:00:00;266;2020/09/07;15.80000000000001;19.2;2020;9;7;20;3.3999999999999897
2020-09-07 21:00:00;267;2020/09/07;14.83333333333335;15.9;2020;9;7;21;1.0666666666666504
2020-09-07 22:00:00;268;2020/09/07;13.86666666666669;14;2020;9;7;22;0.13333333333330977
2020-09-07 23:00:00;269;2020/09/07;12.90000000000003;12.7;2020;9;7;23;-0.20000000000003126
2020-09-08 00:00:00;270;2020/09/08;11.63333333333336;11.7;2020;9;7;16;0.06666666666663978
2020-09-08 01:00:00;271;2020/09/08;10.36666666666669;9.6;2020;9;7;9;-0.7666666666666906
2020-09-08 02:00:00;272;2020/09/08;9.100000000000023;8.3;2020;9;8;2;-0.800000000000022
